person_id,stock_id,virtual_date,weekday,quantity,cost_price,current_price,profit,start_date
-1,0,0,0,150,0,180,0,0
-1,1,0,0,0,0,140,0,0
-1,2,0,0,237,0,200,0,0
2,1,0,0,254,144.1699775718022,144.92,0.005202191856835681,0
1,1,0,0,0,143.4637517857143,144.01,0.003833821274222661,0
0,2,0,0,6,201.6216216216216,203.14,0.007538934629500951,0
0,1,0,0,15,144.2968899782135,144.92,0.004296604296604131,0
2,2,0,0,7,203.13950103950106,203.14,0,0
0,2,1,1,11,202.97054550439168,204.59,0.007981475094841624,0
0,1,1,1,22,143.93400069349659,144.16,0.0015979990273048688,0
2,1,1,1,66,144.2712085300025,144.16,-0.0007624592777432151,0
2,2,1,1,7,203.14,204.59,0.007137934429457602,0
-1,0,1,1,140,0,180,0,0
-1,1,1,1,0,0,144.92064207590965,0,0
-1,2,1,1,232,0,203.13950103950106,0,0
1,0,1,1,4,181.56521739130434,181.87,0.001652255328523497,1
0,0,1,1,6,182.86956521739128,181.87,-0.005468365505550391,1
1,1,1,1,191,145.8853605564303,144.16,-0.011858249365960586,1
0,2,2,2,11,202.97,204.59,0.007981475094841624,0
0,1,2,2,22,143.93,147.85,0.027235461682762366,0
0,0,2,2,11,183.2431242481526,188.09,0.02646802008295129,1
1,0,2,2,9,183.2813975872807,188.09,0.02624399825403755,1
1,1,2,2,138,147.74694006633254,147.85,0.0006768189509305876,1
2,1,2,2,129,144.16127035191877,147.85,0.025596559378468352,0
2,2,2,2,7,203.14,204.59,0.007137934429457602,0
-1,0,2,2,47,0,181.87145557655953,0,0
-1,1,2,2,0,0,144.1639525960332,0,0
-1,2,2,2,232,0,204.59120010966166,0,0
2,0,2,2,83,188.08950571489677,188.09,0,2
0,2,3,3,11,202.97,204.59,0.007981475094841624,0
0,1,3,3,22,143.93,147.85,0.027235461682762366,0
0,0,3,3,11,183.24,188.09,0.02646802008295129,1
1,0,3,3,9,183.28,188.09,0.02624399825403755,1
1,1,3,3,138,147.75,147.85,0.0006768189509305876,1
2,1,3,3,129,144.16,147.85,0.025596559378468352,0
2,2,3,3,7,203.14,204.59,0.007137934429457602,0
2,0,3,3,83,188.09,188.09,0,2
-1,0,3,3,47,0,188.08950571489677,0,0
-1,1,3,3,0,0,147.84649402444876,0,0
-1,2,3,3,232,0,204.59076930106517,0,0
