person_id,virtual_date,cash,asset,wealth,work_income,capital_gain,daily_expense,principle
-1,0,0,105000,105000,0,0,0,NA
0,0,36625.81469837485,3392.6399999999994,40018.45469837485,500,18.419999999999533,60,conservative
1,0,30094.66039896514,0,30094.66039896514,400,0,80,radical
2,0,11982.41936241601,38231.66,50214.079362416014,600,190.5,90,radical
0,1,33128.29178391174,6513.2300000000005,39641.52178391175,500,16.879999999999825,870.269093967497,conservative
1,1,813.7954153404505,28262.039999999997,29075.835415340447,400,-329.229999999998,681.8932079793028,radical
2,1,43376.18477051799,10946.689999999999,54322.874770517985,600,2.889999999999219,1214.6215872483203,radical
-1,1,34064.36512620136,75144.06174636175,109208.42687256311,0,0,0,NA
0,2,32251.74698150383,7572.18,39823.92698150383,500,157.4099999999997,871.0904356782349,conservative
1,2,10767.713526961765,22096.11,32863.823526961765,400,57.089999999999236,751.136708306809,radical
2,2,19640.583337091277,36116.25,55756.83333709127,600,486.15999999999985,1210.3174954103597,radical
-1,2,42026.74836638748,72927.16220615985,114953.91057254732,0,0,0,NA
0,3,32397.808441873756,7572.18,39969.98844187376,500,157.4099999999997,876.9385396300768,conservative
1,3,13334.99705642253,22096.11,35431.10705642253,400,57.089999999999236,804.7164705392353,radical
2,3,23304.08667034945,36116.25,59420.336670349454,600,486.15999999999985,1304.4966667418255,radical
-1,3,63925.58352811653,56305.26524644726,120230.84877456378,0,0,0,NA
