stock_id,virtual_date,weekday,volume,quantity,last_price,begin_price,highest_price,lowest_price
0,-4,0,0,0,110,110,110,110
0,-3,0,0,0,130,130,130,130
0,-2,0,0,0,90,90,90,90
0,-1,0,0,0,160,160,160,160
0,0,0,0,0,180,180,180,180
1,-4,0,0,0,80,80,80,80
1,-3,0,0,0,95,95,95,95
1,-2,0,0,0,70,70,70,70
1,-1,0,0,0,115,115,115,115
1,0,0,70042.19430323776,487,144.92064207590965,140,144.92064207590965,140
2,-4,0,0,0,220,220,220,220
2,-3,0,0,0,190,190,190,190
2,-2,0,0,0,210,210,210,210
2,-1,0,0,0,180,180,180,180
2,0,0,2631.71,13,203.13950103950106,200,203.14,200
-1,0,0,72673.90000000001,500,181.66431457238593,178.85714285714283,181.66431457238593,178.86
0,1,0,2550.97,14,181.87145557655953,180,182.87,180
1,1,0,68480.11976298018,476,144.1639525960332,144.92064207590965,146.46,141.62
2,1,0,2444.9360005483086,12,204.59120010966166,203.13950103950106,204.59120010966166,203.14
-1,1,0,73476.03,502,182.63504741656305,181.66431457238593,182.63504741656305,181.27
0,2,0,18185.358974336432,97,188.08950571489677,181.87145557655953,188.08950571489677,181.87
1,2,0,58897.75772915389,405,147.84649402444876,144.1639525960332,147.84649402444876,144.16
2,2,0,1432.14,7,204.59076930106517,204.59120010966166,204.59076930106517,204.59
-1,2,0,78515.26,509,185.21578049561936,182.63504741656305,185.21578049561936,182.64
0,3,0,0,0,188.08950571489677,188.08950571489677,188.08950571489677,188.08950571489677
1,3,0,0,0,147.84649402444876,147.84649402444876,147.84649402444876,147.84649402444876
2,3,0,0,0,204.59076930106517,204.59076930106517,204.59076930106517,204.59076930106517
-1,3,0,0,0,185.21578049561936,185.21578049561936,185.21578049561936,185.21578049561936
